product_id,review_date,rating,sentiment,department
1021,2024-04-11,2,positive,Clothing
1028,2024-01-04,1,neutral,Sports
1028,2024-11-19,3,negative,Electronics
1022,2024-06-07,5,positive,Sports
1040,2024-02-24,2,positive,Sports
1017,2024-05-22,3,neutral,Clothing
1025,2024-08-05,2,positive,Electronics
1001,2024-07-10,5,positive,Sports
1015,2024-08-22,1,positive,Clothing
1004,2024-03-07,5,positive,Home
1041,2024-01-02,2,neutral,Sports
1002,2024-05-26,1,positive,Electronics
1045,2024-04-09,2,positive,Beauty
1023,2024-08-06,5,negative,Electronics
1003,2024-03-09,1,negative,Home
1040,2024-11-01,3,positive,Home
1050,2024-08-31,2,negative,Sports
1037,2024-03-26,4,positive,Sports
1037,2024-06-22,2,positive,Beauty
1003,2024-04-05,2,positive,Beauty
1008,2024-03-27,5,neutral,Sports
1040,2024-05-27,4,neutral,Beauty
1026,2024-02-26,2,positive,Home
1025,2024-02-01,4,positive,Electronics
1017,2024-10-21,4,positive,Sports
1025,2024-10-28,5,positive,Clothing
1039,2024-01-22,5,negative,Electronics
1046,2024-02-16,1,neutral,Sports
1045,2024-11-09,3,neutral,Sports
1041,2024-06-22,5,positive,Home
1026,2024-07-05,1,positive,Clothing
1042,2024-03-28,4,positive,Beauty
1011,2024-10-22,5,negative,Sports
1016,2024-04-15,4,neutral,Sports
1046,2024-07-14,3,positive,Home
1008,2024-09-15,4,negative,Sports
1011,2024-09-03,5,positive,Sports
1022,2024-06-07,3,negative,Home
1013,2024-04-08,5,negative,Beauty
1018,2024-08-27,5,negative,Home
1013,2024-05-31,4,positive,Home
1018,2024-09-25,4,negative,Sports
1015,2024-11-25,3,positive,Electronics
1022,2024-02-26,1,positive,Sports
1041,2024-11-13,4,negative,Electronics
1036,2024-04-13,2,neutral,Home
1008,2024-02-13,3,negative,Beauty
1000,2024-09-04,3,neutral,Sports
1016,2024-03-25,2,negative,Home
1035,2024-09-03,3,positive,Beauty
1028,2024-02-09,3,neutral,Home
1049,2024-04-28,3,positive,Beauty
1044,2024-08-06,1,positive,Beauty
1023,2024-05-29,5,positive,Sports
1033,2024-10-08,3,neutral,Home
1050,2024-08-11,5,positive,Clothing
1025,2024-01-27,2,negative,Electronics
1027,2024-03-01,4,negative,Electronics
1038,2024-03-23,1,negative,Clothing
1040,2024-08-01,5,neutral,Sports
1043,2024-08-29,5,positive,Sports
1043,2024-10-24,2,negative,Electronics
1012,2024-05-18,5,neutral,Home
1040,2024-12-19,4,neutral,Sports
1041,2024-02-12,4,neutral,Electronics
1014,2024-11-14,1,positive,Electronics
1026,2024-01-10,3,negative,Electronics
1030,2024-12-06,2,positive,Beauty
1009,2024-03-02,3,neutral,Clothing
1043,2024-08-10,2,neutral,Electronics
1012,2024-06-02,1,neutral,Beauty
1034,2024-12-01,4,negative,Home
1023,2024-03-30,5,positive,Home
1043,2024-05-25,5,neutral,Home
1033,2024-02-18,5,neutral,Beauty
1008,2024-07-23,1,neutral,Home
1037,2024-02-03,4,positive,Electronics
1037,2024-10-25,4,positive,Electronics
1036,2024-09-05,2,positive,Clothing
1038,2024-01-07,2,positive,Sports
1013,2024-02-07,1,positive,Home
1012,2024-01-14,2,positive,Beauty
1025,2024-04-20,2,neutral,Clothing
1017,2024-01-19,2,positive,Electronics
1016,2024-12-29,1,negative,Sports
1026,2024-08-17,4,negative,Home
1005,2024-07-02,4,neutral,Home
1044,2024-08-02,5,neutral,Beauty
1040,2024-08-29,5,positive,Electronics
1009,2024-08-21,4,negative,Sports
1024,2024-12-27,1,positive,Sports
1015,2024-09-24,2,positive,Sports
1010,2024-06-03,3,neutral,Clothing
1031,2024-12-21,5,positive,Beauty
1027,2024-11-09,3,negative,Sports
1044,2024-12-27,3,positive,Electronics
1018,2024-06-09,2,neutral,Sports
1028,2024-01-26,5,positive,Clothing
1029,2024-01-18,2,negative,Electronics
1028,2024-03-01,2,positive,Sports
1030,2024-11-06,1,negative,Electronics
1019,2024-05-24,4,neutral,Beauty
1049,2024-04-19,4,neutral,Sports
1046,2024-05-11,3,positive,Sports
1007,2024-03-12,5,negative,Home
1004,2024-07-02,4,neutral,Clothing
1010,2024-10-15,1,neutral,Clothing
1047,2024-03-02,2,neutral,Electronics
1044,2024-08-01,2,neutral,Sports
1048,2024-05-21,1,neutral,Electronics
1027,2024-08-25,3,positive,Electronics
1016,2024-05-05,3,positive,Sports
1036,2024-11-20,3,neutral,Sports
1009,2024-09-07,3,positive,Electronics
1049,2024-05-26,3,neutral,Home
1044,2024-05-15,3,positive,Clothing
1006,2024-01-12,4,positive,Clothing
1040,2024-03-13,4,negative,Electronics
1037,2024-08-06,3,neutral,Beauty
1047,2024-12-31,5,neutral,Home
1031,2024-05-29,1,negative,Clothing
1010,2024-03-21,2,positive,Home
1014,2024-11-22,2,neutral,Home
1047,2024-10-20,2,positive,Home
1049,2024-01-23,2,positive,Home
1034,2024-09-02,4,negative,Clothing
1006,2024-04-26,1,neutral,Sports
1026,2024-05-20,1,positive,Sports
1047,2024-06-02,3,positive,Sports
1007,2024-01-15,1,positive,Clothing
1049,2024-10-25,2,negative,Electronics
1004,2024-05-15,5,neutral,Clothing
1015,2024-06-12,2,positive,Clothing
1042,2024-08-24,2,negative,Beauty
1043,2024-10-26,5,positive,Clothing
1039,2024-06-15,3,neutral,Home
1042,2024-07-19,1,positive,Home
1015,2024-09-02,4,positive,Sports
1029,2024-01-23,2,positive,Beauty
1008,2024-10-22,1,positive,Electronics
1009,2024-09-30,1,negative,Beauty
1002,2024-10-06,3,positive,Electronics
1029,2024-08-25,2,negative,Electronics
1035,2024-05-14,5,positive,Beauty
1025,2024-10-02,1,negative,Home
1032,2024-03-27,1,positive,Electronics
1048,2024-02-24,2,negative,Beauty
1040,2024-01-31,2,negative,Clothing
1015,2024-05-23,2,positive,Home
1005,2024-05-21,5,neutral,Clothing
1007,2024-07-18,5,neutral,Electronics
1041,2024-02-23,3,neutral,Home
1023,2024-07-16,1,neutral,Clothing
1002,2024-04-11,3,positive,Beauty
1024,2024-02-03,4,neutral,Beauty
1002,2024-01-20,5,negative,Electronics
1003,2024-06-02,2,positive,Electronics
1007,2024-06-08,1,positive,Beauty
1026,2024-09-25,3,positive,Beauty
1029,2024-11-22,5,positive,Clothing
1020,2024-05-14,1,negative,Electronics
1027,2024-08-31,3,negative,Electronics
1042,2024-03-07,1,positive,Home
1032,2024-12-18,3,positive,Electronics
1042,2024-09-08,1,positive,Clothing
1008,2024-09-02,3,positive,Clothing
1036,2024-04-08,4,positive,Beauty
1007,2024-07-09,4,neutral,Sports
1018,2024-08-27,2,neutral,Sports
1046,2024-07-08,3,positive,Home
1002,2024-10-14,3,positive,Sports
1031,2024-09-14,4,positive,Beauty
1048,2024-10-11,1,negative,Electronics
1010,2024-04-02,5,neutral,Sports
1030,2024-05-20,4,positive,Home
1017,2024-09-17,3,positive,Electronics
1008,2024-07-26,5,neutral,Clothing
1046,2024-12-04,4,neutral,Home
1028,2024-01-07,5,neutral,Sports
1047,2024-10-06,4,negative,Sports
1048,2024-09-22,5,positive,Sports
1022,2024-02-20,3,neutral,Sports
1004,2024-12-17,3,neutral,Home
1001,2024-05-04,1,neutral,Home
1013,2024-11-18,1,positive,Clothing
1004,2024-02-06,3,positive,Sports
1012,2024-06-27,4,negative,Clothing
1045,2024-12-21,2,neutral,Electronics
1029,2024-05-12,2,positive,Beauty
1038,2024-02-16,1,neutral,Electronics
1023,2024-10-31,5,positive,Home
1009,2024-09-18,1,negative,Sports
1034,2024-04-23,2,positive,Clothing
1001,2024-12-05,4,neutral,Sports
1038,2024-02-14,5,neutral,Home
1008,2024-09-07,2,positive,Electronics
1010,2024-11-06,4,positive,Beauty
1004,2024-08-24,3,positive,Electronics
1032,2024-06-23,3,neutral,Electronics
1012,2024-12-19,1,negative,Clothing
1028,2024-07-17,4,negative,Sports
1013,2024-12-10,3,neutral,Sports
1001,2024-01-14,4,positive,Home
1039,2024-01-30,4,positive,Clothing
1014,2024-03-02,2,positive,Electronics
1010,2024-07-19,4,negative,Clothing
1035,2024-10-06,1,negative,Beauty
1002,2024-07-03,1,positive,Beauty
1020,2024-07-08,2,negative,Sports
1004,2024-03-22,2,neutral,Electronics
1018,2024-10-14,4,neutral,Electronics
1037,2024-10-14,5,negative,Electronics
1025,2024-03-13,5,negative,Clothing
1045,2024-05-13,3,positive,Beauty
1011,2024-02-26,3,neutral,Home
1004,2024-01-20,1,negative,Clothing
1016,2024-03-04,3,positive,Beauty
1016,2024-01-21,3,neutral,Beauty
1018,2024-09-06,3,neutral,Home
1016,2024-07-12,2,neutral,Sports
1035,2024-02-24,1,positive,Clothing
1044,2024-11-06,5,positive,Home
1018,2024-09-28,4,positive,Electronics
1045,2024-05-28,5,neutral,Beauty
1018,2024-01-12,5,negative,Clothing
1017,2024-03-23,3,neutral,Beauty
1011,2024-08-13,3,neutral,Beauty
1007,2024-07-27,3,neutral,Clothing
1017,2024-05-12,2,neutral,Home
1024,2024-01-07,1,negative,Electronics
1040,2024-06-29,1,positive,Electronics
1001,2024-08-06,4,negative,Electronics
1015,2024-10-30,4,negative,Sports
1015,2024-05-15,2,neutral,Electronics
1011,2024-09-28,5,negative,Home
1034,2024-04-14,4,positive,Electronics
1049,2024-02-25,1,positive,Home
1047,2024-04-28,1,positive,Home
1008,2024-10-22,4,positive,Clothing
1032,2024-06-24,1,positive,Electronics
1047,2024-02-06,5,neutral,Electronics
1041,2024-02-10,1,positive,Beauty
1044,2024-08-19,5,positive,Electronics
1050,2024-11-05,3,positive,Home
1036,2024-08-16,4,positive,Electronics
1028,2024-02-17,5,positive,Home
1012,2024-02-27,1,neutral,Home
1030,2024-04-03,3,positive,Beauty
1009,2024-07-01,4,negative,Home
1015,2024-03-24,3,positive,Electronics
1041,2024-04-10,2,negative,Clothing
1003,2024-11-15,4,positive,Electronics
1017,2024-11-20,3,negative,Sports
1009,2024-10-18,4,neutral,Beauty
1014,2024-06-12,2,negative,Home
1048,2024-05-15,1,positive,Home
1014,2024-02-04,4,neutral,Sports
1019,2024-05-08,2,positive,Sports
1004,2024-05-13,4,negative,Electronics
1041,2024-07-14,3,positive,Clothing
1022,2024-07-24,2,neutral,Clothing
1044,2024-06-21,1,neutral,Electronics
1049,2024-06-01,4,neutral,Sports
1009,2024-05-14,1,neutral,Home
1014,2024-12-17,5,neutral,Electronics
1028,2024-01-11,4,neutral,Beauty
1045,2024-07-09,5,positive,Home
1035,2024-06-17,5,neutral,Clothing
1005,2024-10-30,2,negative,Home
1020,2024-05-01,2,neutral,Home
1008,2024-05-16,3,negative,Sports
1002,2024-01-20,5,negative,Home
